Medicine_Name,Current_Stock,Days_Until_Expiry,Average_Daily_Usage
Cefixime,472,284,1.43
Chlorpheniramine,141,280,0.44
Ofloxacin,296,210,1.54
Escitalopram,215,343,0.51
Ranitidine,222,346,0.57
Spironolactone,307,258,1.11
Vitamin D,390,102,4.24
Hydroxychloroquine,165,185,1.03
Clopidogrel,196,320,0.57
Chlorpheniramine,29,55,0.59
Insulin,87,106,0.95
Escitalopram,288,72,4.16
Dopamine,287,187,1.39
Quetiapine,12,348,0.03
Lithium,464,73,5.26
Omeprazole,28,316,0.08
Lithium,55,10,5.64
Phenylephrine,365,203,2.1
Theophylline,70,160,0.49
Ketoconazole,358,187,2.19
Lisinopril,186,326,0.68
Alprazolam,429,153,2.53
Omeprazole,251,301,0.81
Lumefantrine,176,43,3.77
Fentanyl,137,76,1.63
Montelukast,120,182,0.57
Prednisone,5,263,0.02
Oseltamivir,419,23,21.18
Beclomethasone,93,307,0.28
Risperidone,282,284,1.06
Ethambutol,301,117,2.53
Valproate,118,124,0.83
Insulin,38,66,0.6
Noradrenaline,31,267,0.11
Granisetron,45,275,0.13
Ethambutol,191,10,17.98
Clozapine,352,221,1.87
Lisinopril,270,280,1.05
Morphine,288,197,1.38
Clotrimazole,436,32,14.02
Adrenaline,315,187,1.66
Artemether,353,18,15.77
Lithium,300,43,5.82
Spironolactone,429,37,10.79
Meropenem,387,261,1.66
Phenytoin,181,240,0.62
Salbutamol,197,313,0.6
Salmeterol,375,212,1.84
Norfloxacin,290,352,0.77
Metformin,180,347,0.44
Piperacillin,130,60,2.01
Hydrochlorothiazide,300,334,1.0
Dopamine,260,230,0.96
Clotrimazole,228,290,0.63
Ethambutol,242,244,0.84
Naproxen,110,331,0.36
Metformin,484,82,4.83
Ceftriaxone,46,34,1.24
Ranitidine,225,270,0.75
Lorazepam,369,345,0.94
Salmeterol,379,275,1.2
Pyrazinamide,159,346,0.54
Clopidogrel,400,93,4.63
Phenytoin,415,151,2.54
Isoniazid,169,133,1.47
Diazepam,81,341,0.22
Haloperidol,298,284,1.16
Formoterol,55,169,0.38
Simvastatin,431,172,2.7
Pantoprazole,124,361,0.3
Clotrimazole,482,10,40.55
Lithium,122,312,0.35
Formoterol,146,234,0.66
Budesonide,53,246,0.23
Vitamin D,285,204,1.4
Furosemide,84,221,0.43
Paracetamol,150,287,0.53
Ondansetron,414,106,3.42
Ondansetron,386,189,2.06
Salbutamol,18,236,0.07
Alprazolam,26,247,0.11
Calcium Carbonate,271,85,2.61
Ceftriaxone,251,196,1.07
Risperidone,230,294,0.83
Lithium,71,165,0.35
Amlodipine,40,302,0.11
Levothyroxine,51,171,0.27
Simvastatin,105,167,0.66
Linezolid,428,308,1.66
Naloxone,256,198,1.36
Betamethasone,27,183,0.13
Nitrofurantoin,378,50,8.35
Linezolid,181,218,0.86
Losartan,47,15,2.77
Salbutamol,479,326,1.3
Olanzapine,406,199,2.21
Salbutamol,243,195,1.15
Rifampicin,103,144,0.63
Diazepam,234,236,0.93
Calcium Carbonate,218,102,2.43
Vancomycin,106,185,0.62
Olanzapine,98,203,0.39
Vitamin D,239,193,1.2
Quetiapine,250,308,0.84
Phenytoin,217,16,14.42
Diclofenac,217,15,14.02
Loratadine,149,197,0.63
Cyclizine,141,147,0.93
Alprazolam,473,164,2.48
Erythromycin,247,300,0.89
Sertraline,109,327,0.4
Phenylephrine,445,222,1.66
Omeprazole,435,84,4.49
Spironolactone,475,350,1.49
Acyclovir,169,65,2.87
Vitamin D,63,216,0.24
Norfloxacin,175,70,2.03
Ceftriaxone,210,294,0.58
Olanzapine,492,211,2.39
Clozapine,131,356,0.41
Ranitidine,62,248,0.23
Ondansetron,76,37,2.14
Budesonide,281,270,0.99
Furosemide,132,49,2.2
Zinc Acetate,377,303,1.26
Vitamin D,14,307,0.05
Atorvastatin,367,202,1.48
Azithromycin,237,237,1.05
Ciprofloxacin,76,169,0.49
Pantoprazole,384,33,10.4
Chloroquine,244,255,1.01
Lisinopril,91,241,0.35
Pantoprazole,362,44,9.3
Granisetron,95,286,0.35
Gabapentin,1,170,0.01
Ofloxacin,441,274,1.37
Isoniazid,334,66,4.58
Omeprazole,315,75,5.0
Doxycycline,416,329,1.3
Oseltamivir,45,249,0.18
Adrenaline,13,279,0.04
Morphine,83,149,0.6
Ranitidine,3,292,0.01
Alprazolam,182,83,1.88
Piperacillin,230,287,0.92
Warfarin,68,140,0.45
Spironolactone,395,323,1.29
Beclomethasone,470,107,4.12
Fentanyl,448,235,1.72
Phenylephrine,84,29,2.9
Carbamazepine,71,16,5.19
Clotrimazole,158,107,1.66
Pyrazinamide,180,52,4.14
Chlorpheniramine,377,53,6.0
Artemether,20,38,0.63
Formoterol,236,250,0.8
Artemether,90,132,0.6
Salbutamol,10,116,0.07
Beclomethasone,246,22,12.38
Sertraline,120,271,0.36
Ivermectin,2,56,0.03
Warfarin,425,80,4.88
Mebendazole,379,305,1.04
Vitamin D,117,311,0.38
Loratadine,215,101,2.1
Montelukast,440,334,1.34
Cyclizine,45,228,0.23
Vitamin D,84,237,0.38
Beclomethasone,141,262,0.54
Mebendazole,357,43,6.94
Ceftriaxone,97,249,0.45
Ibuprofen,427,41,9.02
Tinidazole,390,199,1.72
Dexamethasone,68,312,0.18
Tinidazole,10,347,0.03
Beclomethasone,368,198,1.9
Levofloxacin,398,249,1.48
Losartan,19,324,0.06
Pyrazinamide,8,70,0.12
Morphine,331,321,1.1
Escitalopram,476,175,2.53
Clozapine,163,41,3.92
Tazobactam,60,249,0.28
Montelukast,433,275,1.84
Levofloxacin,274,117,2.65
Ketoconazole,423,110,3.8
Vitamin D,187,31,6.08
Piperacillin,398,273,1.32
Pantoprazole,225,54,4.49
Diclofenac,363,231,1.79
Salmeterol,334,82,3.49
Tinidazole,78,363,0.18
Clopidogrel,239,58,4.93
Furosemide,31,218,0.15
Ethambutol,398,153,2.94
Ethambutol,12,40,0.26
Erythromycin,37,15,2.54
Risperidone,23,306,0.07
Midazolam,305,174,1.98
Meropenem,143,359,0.41
Artemether,6,144,0.04
Lorazepam,44,226,0.23
Ofloxacin,53,56,1.04
Zinc Acetate,219,250,0.97
Budesonide,302,237,1.5
Lithium,266,163,1.92
Chlorpheniramine,69,359,0.16
Amoxicillin,410,148,2.7
Midazolam,157,14,12.79
Doxycycline,100,105,0.92
Calcium Carbonate,185,295,0.61
Valproate,372,86,4.56
Clopidogrel,356,288,1.11
Hydroxychloroquine,429,259,1.7
Dexamethasone,481,290,1.5
Salmeterol,99,232,0.38
Prednisone,378,335,1.02
Valproate,157,116,1.33
Simvastatin,34,170,0.17
Meropenem,248,227,0.9
Fluoxetine,222,324,0.66
Clozapine,149,293,0.44
Ibuprofen,380,263,1.68
Diazepam,292,110,2.75
Clozapine,210,73,3.07
Simvastatin,191,204,0.85
Omeprazole,206,71,2.36
Norfloxacin,477,212,2.66
Chloroquine,16,188,0.09
Granisetron,221,264,0.99
Phenytoin,426,217,2.23
Tazobactam,391,234,1.93
Zinc Acetate,488,268,2.03
Cyclizine,117,199,0.65
Piperacillin,106,84,1.41
Pantoprazole,358,345,1.05
Amoxicillin,324,58,5.11
Pseudoephedrine,260,32,6.5
Meropenem,171,272,0.58
Mebendazole,207,188,0.94
Codeine,394,182,2.22
Lorazepam,80,44,1.79
Paracetamol,439,347,1.5
Ondansetron,427,15,27.67
Noradrenaline,147,353,0.46
Dopamine,423,44,10.75
Rifampicin,438,15,31.84
Rifampicin,347,245,1.52
Cefixime,217,218,1.15
Cyclizine,484,328,1.56
Olanzapine,82,315,0.29
Gabapentin,226,349,0.74
Theophylline,387,125,3.3
Hydroxychloroquine,8,331,0.03
Clopidogrel,93,100,0.91
Levothyroxine,75,149,0.51
Salbutamol,90,166,0.56
Fentanyl,41,167,0.2
Azithromycin,342,72,5.47
Ethambutol,439,140,2.8
Naloxone,440,25,18.31
Omeprazole,455,254,1.67
Domperidone,155,209,0.73
Vitamin D,241,138,1.83
Chloroquine,322,69,5.29
Alprazolam,220,321,0.65
Omeprazole,398,219,1.47
Levothyroxine,498,236,2.48
Ivermectin,23,354,0.07
Alprazolam,75,271,0.32
Ketoconazole,368,171,1.97
Pyrazinamide,160,217,0.66
Tramadol,398,90,5.01
Naloxone,98,174,0.58
Meropenem,467,278,1.82
Carbamazepine,491,302,1.43
Domperidone,151,148,1.1
Cetirizine,352,29,13.2
Losartan,243,93,2.92
Ivermectin,454,208,1.88
Olanzapine,307,258,0.96
Mebendazole,55,283,0.23
Ibuprofen,85,282,0.35
Lorazepam,379,43,9.12
Domperidone,358,315,0.92
Vitamin D,455,315,1.41
Cetirizine,195,69,2.88
Ibuprofen,253,107,2.84
Chloroquine,493,256,2.28
Naproxen,83,162,0.56
Furosemide,232,363,0.59
Adrenaline,394,257,1.35
Pseudoephedrine,97,139,0.57
Piperacillin,290,29,9.65
Artemether,18,95,0.19
Risperidone,268,232,1.02
Metformin,107,256,0.5
Clopidogrel,242,360,0.68
Doxycycline,149,283,0.44
Adrenaline,263,145,2.03
Doxycycline,272,363,0.7
Theophylline,23,268,0.08
Furosemide,37,211,0.16
Erythromycin,292,252,1.01
Sertraline,342,220,1.45
Midazolam,66,354,0.22
Calcium Carbonate,146,98,1.54
Ranitidine,226,318,0.72
Linezolid,386,167,2.56
Doxycycline,386,151,2.98
Ketoconazole,334,123,2.22
Pantoprazole,125,239,0.52
Warfarin,354,249,1.5
Vancomycin,142,64,2.12
Cefixime,188,23,8.67
Atorvastatin,410,348,1.28
Levofloxacin,470,332,1.13
Ibuprofen,101,287,0.29
Haloperidol,305,82,3.53
Phenylephrine,375,156,2.63
Chlorpheniramine,290,158,1.9
Lorazepam,21,32,0.73
Norfloxacin,6,192,0.03
Naproxen,4,170,0.02
Piperacillin,490,75,6.84
Gabapentin,68,121,0.46
Pseudoephedrine,131,16,8.03
Budesonide,448,276,1.48
Naproxen,239,73,3.42
Naloxone,114,107,1.22
Quetiapine,277,351,0.66
Hydroxychloroquine,143,274,0.62
Vitamin D,408,215,2.11
Mebendazole,102,158,0.72
Fluoxetine,103,238,0.47
Ivermectin,97,96,0.88
Levofloxacin,185,142,1.32
Amlodipine,376,299,1.15
Codeine,476,219,2.39
Furosemide,247,181,1.54
Montelukast,384,182,2.45
Cyclizine,354,204,1.94
Pseudoephedrine,93,59,1.37
Granisetron,181,337,0.64
Lorazepam,475,335,1.42
Omeprazole,63,348,0.16
Diazepam,63,200,0.36
Morphine,267,321,0.82
Tazobactam,32,11,2.49
Ceftriaxone,385,202,2.03
Chloroquine,330,84,3.74
Warfarin,365,295,1.34
Risperidone,249,237,1.1
Naloxone,303,147,2.17
Cetirizine,431,56,8.24
Gabapentin,464,131,3.02
Lorazepam,493,85,5.12
Oseltamivir,105,63,1.82
Simvastatin,128,327,0.42
Salbutamol,376,119,3.4
Cefixime,386,321,1.0
Midazolam,194,127,1.53
Zinc Acetate,359,296,0.99
Pantoprazole,207,203,0.83
Ofloxacin,174,159,1.22
Piperacillin,456,299,1.7
Dopamine,451,272,1.51
Atorvastatin,389,187,1.82
Amlodipine,32,289,0.13
Naloxone,366,228,1.58
Pyrazinamide,382,296,1.22
Phenylephrine,15,35,0.5
Ivermectin,138,142,1.11
Acyclovir,267,222,1.38
Cetirizine,311,150,2.23
Salbutamol,153,315,0.39
Rifampicin,147,257,0.47
Piperacillin,365,310,1.09
Ondansetron,153,231,0.69
Pseudoephedrine,96,311,0.28
Acyclovir,420,119,4.15
Omeprazole,100,19,6.14
Amlodipine,305,176,1.48
Haloperidol,95,344,0.3
Theophylline,444,222,2.08
Doxycycline,464,288,1.45
Formoterol,420,199,1.95
Dopamine,85,235,0.38
Zinc Acetate,243,106,2.69
Piperacillin,298,295,0.89
Carbamazepine,365,316,1.23
Tamsulosin,350,42,9.56
Calcium Carbonate,313,259,1.27
Beclomethasone,483,31,14.09
Ondansetron,395,32,10.11
Rifampicin,272,192,1.67
Lumefantrine,492,58,7.81
Spironolactone,59,271,0.25
Amoxicillin,35,267,0.14
Phenytoin,190,111,1.44
Granisetron,355,282,1.14
Nitrofurantoin,247,202,1.22
Norfloxacin,60,79,0.83
Levothyroxine,417,179,1.88
Domperidone,319,57,5.64
Ibuprofen,245,339,0.8
Chloroquine,241,283,0.92
Lumefantrine,125,44,2.91
Morphine,460,223,2.21
Carbamazepine,88,177,0.43
Pyrazinamide,376,176,2.54
Gabapentin,388,38,10.84
Lisinopril,474,222,2.51
Gabapentin,493,112,5.24
Clopidogrel,92,334,0.3
Chloroquine,439,99,4.42
Betamethasone,55,326,0.17
Mebendazole,86,127,0.55
Ivermectin,249,359,0.64
Gabapentin,482,49,8.13
Phenytoin,371,144,2.2
Montelukast,204,277,0.62
Nitrofurantoin,264,125,2.0
Diazepam,39,343,0.12
Adrenaline,167,321,0.5
Clotrimazole,158,114,1.13
Norfloxacin,292,240,1.38
Haloperidol,166,93,1.97
Pyrazinamide,410,308,1.37
Ondansetron,13,224,0.07
Acyclovir,447,280,1.65
Domperidone,445,363,1.03
Ethambutol,16,111,0.12
Clopidogrel,457,226,1.82
Carbamazepine,38,139,0.31
Linezolid,475,228,1.69
Sertraline,81,351,0.27
Zinc Acetate,348,218,1.38
Prednisone,458,175,2.8
Doxycycline,99,101,0.98
Paracetamol,223,264,0.86
Metronidazole,169,348,0.54
Salmeterol,391,332,1.23
Diclofenac,392,32,12.37
Morphine,340,289,1.16
Linezolid,300,52,6.32
Granisetron,143,123,1.33
Piperacillin,106,223,0.48
Cyclizine,187,56,3.06
Oseltamivir,177,364,0.52
Ciprofloxacin,411,17,27.39
Salmeterol,440,124,4.24
Valproate,230,157,1.17
Cefixime,493,133,3.02
Calcium Carbonate,388,236,1.59
Escitalopram,139,157,1.01
Domperidone,255,352,0.86
Montelukast,286,227,1.25
Domperidone,325,112,2.92
Rifampicin,433,319,1.44
Calcium Carbonate,491,329,1.79
Granisetron,48,308,0.15
Tazobactam,153,132,1.31
Adrenaline,78,283,0.3
Meropenem,284,254,1.1
Diazepam,261,182,1.22
Chloroquine,90,161,0.62
Vancomycin,130,54,1.95
Losartan,451,343,1.24
Doxycycline,308,232,1.38
Clotrimazole,158,54,2.47
Ciprofloxacin,415,24,14.92
Noradrenaline,406,295,1.34
Formoterol,424,26,16.07
Prednisone,36,66,0.55
Clotrimazole,30,264,0.13
Granisetron,269,76,3.39
Naloxone,89,286,0.26
Morphine,356,309,1.38
Erythromycin,177,172,1.09
Prednisone,97,314,0.33
Metronidazole,379,342,1.11
Levofloxacin,493,82,6.79
Gabapentin,381,32,9.53
Clozapine,252,127,2.13
Paracetamol,46,228,0.18
Azithromycin,66,221,0.27
Sertraline,132,291,0.42
Metronidazole,409,364,0.93
Salmeterol,231,118,1.64
Vitamin D,80,73,1.09
Vitamin D,177,327,0.45
Warfarin,42,291,0.16
Betamethasone,491,90,5.83
Montelukast,371,111,2.99
Cyclizine,369,244,1.6
Codeine,382,356,1.15
Prednisone,156,74,2.01
Phenytoin,353,298,1.36
Doxycycline,143,229,0.51
Dexamethasone,64,80,0.67
Gabapentin,41,286,0.15
Insulin,242,241,1.08
Dexamethasone,230,145,1.32
Ethambutol,315,183,1.89
Ciprofloxacin,216,345,0.6
Tazobactam,158,339,0.55
Risperidone,274,293,0.86
Paracetamol,232,126,1.54
Rifampicin,329,136,2.12
Ofloxacin,131,129,1.07
Calcium Carbonate,239,294,0.79
Ketoconazole,115,239,0.57
Erythromycin,236,42,4.91
Clopidogrel,402,54,7.93
Salbutamol,175,342,0.52
Insulin,346,364,0.87
Diazepam,135,65,1.97
Omeprazole,267,141,1.89
Artemether,481,51,10.52
Olanzapine,326,283,1.04
Naloxone,493,351,1.25
Ondansetron,223,316,0.6
Warfarin,412,169,2.1
Amoxicillin,29,188,0.18
Loratadine,88,329,0.27
Pyrazinamide,387,88,5.06
Omeprazole,29,184,0.18
Carbamazepine,109,267,0.47
Ibuprofen,454,183,2.58
Rifampicin,85,227,0.35
Omeprazole,278,296,0.95
Furosemide,359,181,1.9
Lisinopril,477,137,3.08
Ketoconazole,409,134,3.29
Norfloxacin,230,342,0.61
Adrenaline,266,126,1.71
Salbutamol,196,169,1.25
Quetiapine,180,139,1.05
Codeine,215,130,1.44
Oseltamivir,436,24,15.83
Furosemide,271,161,1.49
Ciprofloxacin,279,332,0.73
Metronidazole,16,82,0.17
Losartan,329,344,1.12
Alprazolam,222,47,5.25
Beclomethasone,39,112,0.37
Warfarin,69,124,0.53
Quetiapine,406,258,1.31
Ofloxacin,485,319,1.56
Artemether,18,128,0.12
Norfloxacin,451,43,8.76
Dopamine,285,110,2.43
Lumefantrine,60,118,0.59
Azithromycin,335,306,1.23
Amlodipine,478,55,8.82
Meropenem,337,177,1.91
Quetiapine,126,269,0.44
Ceftriaxone,123,20,6.07
Valproate,352,71,5.1
Metformin,461,43,10.81
Adrenaline,150,285,0.5
Ibuprofen,288,306,0.94
Ofloxacin,342,311,1.08
Ondansetron,32,13,2.44
Fentanyl,493,109,4.99
Haloperidol,131,161,0.73
Ethambutol,304,91,3.16
Valproate,416,86,4.32
Adrenaline,197,108,2.17
Ceftriaxone,303,323,0.92
Fluoxetine,486,205,2.72
Ivermectin,279,27,11.55
Cefixime,340,244,1.67
Salmeterol,316,173,1.52
Spironolactone,198,33,7.08
Theophylline,9,225,0.04
Paracetamol,106,290,0.39
Salmeterol,37,220,0.16
Artemether,193,59,3.88
Granisetron,405,131,2.6
Formoterol,413,26,18.56
Nitrofurantoin,78,66,1.36
Beclomethasone,7,288,0.02
Alprazolam,161,344,0.45
Granisetron,213,336,0.55
Valproate,430,327,1.37
Ranitidine,99,14,8.14
Pyrazinamide,48,145,0.27
Gabapentin,307,160,1.61
Ceftriaxone,3,273,0.01
Ceftriaxone,251,355,0.58
Quetiapine,145,103,1.56
Betamethasone,76,12,6.64
Loratadine,178,218,0.77
Dopamine,97,280,0.36
Insulin,23,141,0.15
Codeine,236,126,2.24
Ibuprofen,461,39,14.02
Ivermectin,153,236,0.54
Alprazolam,3,153,0.02
Ofloxacin,264,195,1.29
Granisetron,335,15,20.02
Clotrimazole,392,162,2.42
Pseudoephedrine,471,307,1.75
Lithium,205,280,0.65
Zinc Acetate,171,36,4.4
Betamethasone,274,312,0.97
Levothyroxine,115,36,2.76
Isoniazid,451,163,2.42
Amoxicillin,453,23,17.47
Ethambutol,449,169,2.6
Ceftriaxone,385,195,2.19
Cefixime,94,74,1.04
Artemether,152,231,0.73
Piperacillin,11,215,0.05
Clopidogrel,397,73,6.43
Risperidone,360,75,4.51
Acyclovir,485,119,3.57
Rifampicin,216,75,3.28
Warfarin,460,131,3.43
Ibuprofen,365,322,1.28
Pyrazinamide,420,329,1.38
Prednisone,94,16,5.31
Quetiapine,23,355,0.07
Artemether,451,110,4.85
Cefixime,85,190,0.51
Mebendazole,384,200,2.3
Ofloxacin,467,140,2.68
Loratadine,156,145,1.26
Clopidogrel,163,36,4.06
Vancomycin,64,101,0.76
Oseltamivir,468,302,1.56
Adrenaline,109,106,0.88
Beclomethasone,58,344,0.19
Cefixime,385,255,1.28
Quetiapine,179,253,0.58
Ranitidine,362,237,1.41
Ketoconazole,213,295,0.83
Quetiapine,4,349,0.01
Quetiapine,12,240,0.04
Metformin,351,252,1.35
Pyrazinamide,305,263,1.35
Omeprazole,270,66,4.29
Valproate,392,264,1.54
Naproxen,256,91,3.08
Amlodipine,291,239,1.34
Clotrimazole,114,276,0.49
Meropenem,183,51,4.22
Tazobactam,383,197,2.0
Norfloxacin,296,79,3.46
Doxycycline,146,123,1.05
Ondansetron,441,208,2.41
Carbamazepine,480,223,2.01
Artemether,401,44,9.42
Meropenem,429,208,1.7
Theophylline,382,62,6.45
Domperidone,288,84,2.99
Cetirizine,348,117,2.82
Vancomycin,169,354,0.41
Artemether,423,61,7.36
Hydrochlorothiazide,243,115,2.23
Domperidone,180,297,0.64
Phenylephrine,243,76,3.73
Spironolactone,335,175,1.66
Ivermectin,136,138,0.86
Ranitidine,237,29,9.4
Phenytoin,332,250,1.43
Montelukast,257,208,1.13
Fluoxetine,242,18,15.54
Ibuprofen,96,272,0.33
Clopidogrel,117,264,0.51
Metronidazole,386,352,1.15
Ciprofloxacin,423,35,11.96
Metformin,471,312,1.67
Chlorpheniramine,286,170,1.88
Dexamethasone,5,71,0.07
Cyclizine,272,70,3.6
Lisinopril,112,326,0.4
Warfarin,315,16,16.47
Naproxen,348,287,1.09
Dexamethasone,67,147,0.37
Spironolactone,274,228,1.43
Artemether,13,129,0.1
Cyclizine,231,194,1.21
Codeine,413,170,2.51
Betamethasone,300,254,1.23
Clozapine,470,184,2.19
Lumefantrine,482,14,40.38
Quetiapine,447,328,1.38
Olanzapine,93,344,0.26
Ciprofloxacin,167,261,0.76
Quetiapine,208,261,0.69
Carbamazepine,293,94,3.55
Losartan,83,301,0.29
Norfloxacin,454,203,2.39
Prednisone,85,35,2.78
Hydrochlorothiazide,325,280,1.18
Lisinopril,481,292,1.66
Dopamine,343,41,8.25
Morphine,363,221,1.59
Furosemide,452,245,1.67
Escitalopram,38,72,0.44
Piperacillin,241,172,1.27
Ibuprofen,40,97,0.36
Norfloxacin,279,109,2.26
Artemether,31,327,0.09
Hydrochlorothiazide,20,294,0.08
Artemether,194,330,0.59
Lisinopril,174,306,0.46
Linezolid,328,99,2.82
Metformin,190,269,0.83
Domperidone,102,223,0.42
Prednisone,407,249,1.94
Vitamin D,301,349,0.91
Valproate,127,242,0.45
Gabapentin,111,257,0.48
Sertraline,139,129,1.04
Omeprazole,221,79,2.81
Spironolactone,405,262,1.51
Lisinopril,491,225,1.95
Ivermectin,115,33,3.82
Salbutamol,230,89,2.48
Oseltamivir,296,355,0.72
Lithium,224,30,7.0
Isoniazid,115,306,0.31
Pyrazinamide,429,77,5.91
Calcium Carbonate,247,99,2.49
Pseudoephedrine,312,332,1.07
Tinidazole,275,218,1.19
Olanzapine,421,105,4.6
Ranitidine,88,320,0.31
Dopamine,124,42,2.76
Simvastatin,293,176,1.54
Oseltamivir,264,177,1.77
Montelukast,254,263,0.79
Paracetamol,341,61,4.7
Sertraline,422,195,1.77
Naloxone,378,117,3.77
Domperidone,434,181,2.01
Prednisone,23,288,0.09
Levothyroxine,17,290,0.05
Levofloxacin,277,349,0.67
Dopamine,324,150,1.76
Azithromycin,300,242,1.13
Tazobactam,163,83,2.21
Lithium,361,294,1.41
Levofloxacin,225,207,1.02
Erythromycin,458,277,1.74
Calcium Carbonate,462,137,3.54
Levofloxacin,266,165,1.45
Lisinopril,405,118,3.29
Simvastatin,111,198,0.57
Ciprofloxacin,152,205,0.82
Phenylephrine,121,184,0.76
Ranitidine,242,203,1.35
Spironolactone,21,309,0.07
Diazepam,289,140,2.36
Clopidogrel,232,300,0.66
Ivermectin,232,231,0.81
Linezolid,238,107,2.47
Clozapine,82,48,1.73
Dexamethasone,65,56,1.06
Risperidone,374,363,1.17
Meropenem,418,151,2.55
Simvastatin,363,29,14.8
Domperidone,226,112,2.3
Budesonide,80,260,0.33
Lumefantrine,131,288,0.41
Domperidone,107,152,0.8
Risperidone,196,258,0.84
Noradrenaline,1,184,0.01
Escitalopram,426,339,1.49
Lisinopril,153,329,0.48
Formoterol,436,118,4.08
Lorazepam,175,85,1.8
Olanzapine,42,223,0.16
Chlorpheniramine,180,56,3.7
Dexamethasone,357,80,4.93
Oseltamivir,275,126,2.53
Dopamine,452,318,1.7
Ivermectin,71,42,1.5
Haloperidol,460,235,2.01
Mebendazole,11,250,0.05
Ivermectin,354,355,1.14
Artemether,201,314,0.7
Vancomycin,266,137,2.15
Atorvastatin,128,147,0.72
Clopidogrel,274,152,2.04
Haloperidol,425,236,2.07
Dopamine,361,69,5.55
Metformin,352,278,1.34
Theophylline,64,220,0.28
Amlodipine,111,72,1.65
Formoterol,81,314,0.28
Zinc Acetate,202,348,0.49
Amoxicillin,205,260,0.86
Tinidazole,5,119,0.04
Atorvastatin,288,189,1.72
Noradrenaline,48,304,0.15
Diclofenac,339,318,1.25
Loratadine,224,330,0.78
Loratadine,31,306,0.12
Hydroxychloroquine,131,38,3.87
Loratadine,285,69,4.79
Beclomethasone,432,183,2.33
Levofloxacin,365,160,2.5
Nitrofurantoin,269,60,5.13
Budesonide,411,283,1.35
Granisetron,100,258,0.38
Codeine,336,195,1.83
Lisinopril,37,66,0.61
Amoxicillin,217,266,0.74
Mebendazole,291,229,1.49
Haloperidol,242,222,1.2
Salmeterol,40,212,0.19
Cyclizine,163,198,0.96
Tamsulosin,31,361,0.08
Clopidogrel,462,336,1.35
Lisinopril,172,316,0.63
Noradrenaline,161,53,3.38
Morphine,314,230,1.23
Omeprazole,307,101,2.75
Hydrochlorothiazide,420,274,1.73
Erythromycin,206,47,4.25
Tinidazole,12,164,0.08
Hydrochlorothiazide,396,305,1.14
Hydroxychloroquine,324,216,1.37
Adrenaline,249,230,1.0
Morphine,397,349,1.04
Dexamethasone,108,148,0.67
Spironolactone,487,73,7.62
Beclomethasone,179,180,0.95
Acyclovir,79,83,1.06
Phenytoin,48,148,0.38
Phenytoin,302,189,1.29
Carbamazepine,141,173,0.75
Oseltamivir,221,268,0.75
Tazobactam,432,48,7.78
Atorvastatin,135,121,0.91
Mebendazole,441,247,1.69
Codeine,320,293,1.21
Pantoprazole,25,295,0.07
Cefixime,325,252,1.23
Amlodipine,5,338,0.02
Sertraline,276,15,17.51
Amlodipine,498,147,3.38
Tinidazole,155,180,0.93
Domperidone,255,166,1.38
Dexamethasone,465,285,1.67
Fentanyl,112,70,1.38
Pyrazinamide,316,163,1.96
Amoxicillin,51,127,0.43
Lisinopril,33,166,0.18
Atorvastatin,208,279,0.79
Isoniazid,49,283,0.19
Loratadine,409,131,3.4
Tazobactam,301,143,2.42
Fluoxetine,453,165,2.27
Ketoconazole,382,162,2.04
Insulin,111,308,0.34
Oseltamivir,369,195,2.21
Metformin,179,191,1.03
Hydroxychloroquine,386,348,0.96
Warfarin,482,14,35.31
Levothyroxine,244,39,7.06
Beclomethasone,250,75,3.78
Linezolid,323,270,1.16
Omeprazole,87,324,0.29
Loratadine,324,113,2.98
Lisinopril,229,81,3.35
Acyclovir,209,355,0.61
Atorvastatin,22,96,0.22
Hydrochlorothiazide,314,329,1.14
Domperidone,234,263,0.72
Gabapentin,196,139,1.46
Phenytoin,292,180,1.61
Clozapine,465,18,20.71
Piperacillin,160,356,0.54
Clozapine,171,258,0.57
Prednisone,103,40,2.89
Rifampicin,460,332,1.42
Phenylephrine,84,164,0.44
Beclomethasone,408,273,1.61
Prednisone,173,31,5.7
Mebendazole,104,264,0.36
Vancomycin,43,237,0.15
Insulin,280,347,0.75
Lisinopril,221,131,1.88
Olanzapine,425,244,1.73
Warfarin,199,238,0.77
Levofloxacin,101,282,0.29
Clopidogrel,106,229,0.53
Chloroquine,127,172,0.67
Fluoxetine,171,157,0.97
Alprazolam,93,364,0.21
Beclomethasone,478,347,1.53
Diclofenac,354,354,1.0
Tamsulosin,42,157,0.21
Lorazepam,141,229,0.73
Ranitidine,474,338,1.66
Nitrofurantoin,497,21,21.52
Atorvastatin,401,182,2.16
Dopamine,342,199,1.43
Nitrofurantoin,391,184,2.21
Metronidazole,373,208,1.88
Dexamethasone,125,129,0.96
Norfloxacin,226,236,0.82
Tamsulosin,357,344,0.93
Acyclovir,467,40,13.32
Metronidazole,379,188,2.28
Lithium,243,294,0.8
Warfarin,137,289,0.48
Piperacillin,67,74,0.84
Spironolactone,32,313,0.1
Haloperidol,86,100,0.76
Salmeterol,370,88,4.51
Furosemide,39,61,0.56
Cyclizine,418,303,1.4
Cyclizine,381,316,1.11
Rifampicin,118,209,0.68
Tinidazole,119,118,0.82
Lithium,64,61,1.22
Risperidone,253,299,0.74
Olanzapine,258,273,0.85
